Goetz	geonames:2918573	DE	52.41965	12.71932
Berlichingen	geonames:2950161	DE	49.32787	9.48742
Iron Hand	geonames:5733073	US	42.03949	-123.07977
Goetz	geonames:2918573	DE	52.41965	12.71932
Sir Walter Scott	geonames:880937	ZW	-18.80373	29.67773
Goetz	geonames:2918573	DE	52.41965	12.71932
Berlichingen	geonames:2950161	DE	49.32787	9.48742
Goethe	geonames:10119553	DE	50.10469	8.61711
Goetz	geonames:2918573	DE	52.41965	12.71932
Berlichingen	geonames:2950161	DE	49.32787	9.48742
Asan Aga	geonames:686092	RO	44.11667	25.63333
Goethe	geonames:10119553	DE	50.10469	8.61711
Voltaire	geonames:2508030	DZ	36.15848	2.40514
Germany	geonames:2921044	DE	51.5	10.5
Geierstein	geonames:2921887	DE	47.68009	11.62065
Weimar	geonames:2812482	DE	50.9803	11.32903
Goethe	geonames:10119553	DE	50.10469	8.61711
Goethe	geonames:10119553	DE	50.10469	8.61711
Goethe, J.W.				
Goetz	geonames:2918573	DE	52.41965	12.71932
Berlichingen	geonames:2950161	DE	49.32787	9.48742
London	geonames:2643743	GB	51.50853	-0.12574
