Kilchurn Castle	geonames:2645688	GB	56.4	-5.01667
Loch Awe	geonames:2649393	GB	56.3	-5.23333
Loch Awe	geonames:2649393	GB	56.3	-5.23333
Kilchurn Castle	geonames:2645688	GB	56.4	-5.01667
Argyl				
Bute	geonames:1051863	MZ	-18.51667	34.55
Scotland	geonames:2638360	GB	56	-4
Loch Awe	geonames:2649393	GB	56.3	-5.23333
Loch Awe	geonames:2649393	GB	56.3	-5.23333
Kilchurn	geonames:991005	ZA	-31.12474	27.91842
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Kilchurn	geonames:991005	ZA	-31.12474	27.91842
Loch Awe	geonames:2649393	GB	56.3	-5.23333
