Sir Walter Scott	geonames:880937	ZW	-18.80373	29.67773
Paris	geonames:2988507	FR	48.85341	2.3488
Canovas	geonames:4015598	MX	28.56667	-106.53333
Malmaison	geonames:4434819	US	33.52234	-90.00731
Rome	geonames:3169070	IT	41.89193	12.51133
Stuarts	geonames:2182215	NZ	-46.53333	169.45
Venere	geonames:8953334	IT	43.51179	11.8271
Italica	geonames:2516420	ES	37.4417	-6.04647
Palazzo	geonames:8968292	IT	43.50649	12.06381
Pitti	geonames:6697950	IT	43.76478	11.25006
Florence	geonames:3176959	IT	43.77925	11.24626
Canova	geonames:8955425	IT	43.64806	11.54492
Waverly Novels				
London	geonames:2643743	GB	51.50853	-0.12574
Italy	geonames:3175395	IT	42.83333	12.83333
Paris	geonames:2988507	FR	48.85341	2.3488
