Loch Lomond				
Dumbartonshire				
Loch Lomond				
Loch Lomond				
Loch Lomond				
Sir Walter Scott				
Rob Roy				
Lady of the Lake				
Loch Lomond				
Leighton, J.M				
Scotland				
Glasgow				
Loch Lomond				
