Loch Katrine				
Loch Katrine				
Ellen's Isle				
Ellen's Isle				
Loch Katrine				
Stirling				
Lady of the Lake				
Loch Katrine				
Ellen's Isle				
Leighton, J.M				
Scotland				
Glasgow				
Loch Katrine				
