Correggio	geonames:3178018	IT	44.87206	11.73069
Correggio	geonames:3178018	IT	44.87206	11.73069
Correggio	geonames:3178018	IT	44.87206	11.73069
Bologna	geonames:3181928	IT	44.49381	11.33875
Correggio	geonames:3178018	IT	44.87206	11.73069
Sir Walter Scott	geonames:880937	ZW	-18.80373	29.67773
Correggio	geonames:3178018	IT	44.87206	11.73069
Abbotsford	geonames:5881791	CA	49.05798	-122.25257
France	geonames:3017382	FR	46	2
Correggio	geonames:3178018	IT	44.87206	11.73069
Correggio	geonames:3178018	IT	44.87206	11.73069
Paris	geonames:2988507	FR	48.85341	2.3488
