Constantinople	geonames:745044	TR	41.01384	28.94966
Distant View	geonames:4353160	US	39.66121	-77.39138
Marmara	geonames:741730	TR	40.58633	27.55541
Constantinople	geonames:745044	TR	41.01384	28.94966
Istanbul	geonames:745044	TR	41.01384	28.94966
Turkey	geonames:298795	TR	39	35
Paris	geonames:2988507	FR	48.85341	2.3488
Constantinople	geonames:745044	TR	41.01384	28.94966
Golden Gate	geonames:4156920	US	26.18787	-81.69509
Paris	geonames:2988507	FR	48.85341	2.3488
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Istanbul	geonames:745044	TR	41.01384	28.94966
