Castle Street				
Carlisle Lithograph				
Castle Street				
Carlisle				
Castle Street				
Carlisle				
Cumbria				
Carlisle				
Sir Walter Scott				
Castle Street				
Carlisle				
Carlisle				
Lockhart, C.S.M				
Sir Walter Scott				
Bart				
London				
Carlisle				
