Strasbourg	geonames:2973783	FR	48.58392	7.74553
Strasbourg	geonames:2973783	FR	48.58392	7.74553
Strasbourg	geonames:2973783	FR	48.58392	7.74553
Alsace	geonames:3038032	FR	48.5	7.5
France	geonames:3017382	FR	46	2
Geierstein	geonames:2921887	DE	47.68009	11.62065
Strasbourg	geonames:2973783	FR	48.58392	7.74553
Strasbourg	geonames:2973783	FR	48.58392	7.74553
Anjou	geonames:3037562	FR	45.34832	4.88635
Geierstein	geonames:2921887	DE	47.68009	11.62065
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Strasbourg	geonames:2973783	FR	48.58392	7.74553
Strasbourg	geonames:2973783	FR	48.58392	7.74553
