Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Scotland	geonames:2638360	GB	56	-4
Waverley	geonames:6177155	CA	44.64167	-79.82278
Midlothian	geonames:4362400	US	39.63425	-78.95002
Scotland	geonames:2638360	GB	56	-4
England	geonames:6269131	GB	52.16045	-0.70312
Scotland	geonames:2638360	GB	56	-4
London	geonames:2643743	GB	51.50853	-0.12574
Edinburgh Edinburgh				
