Hampden	geonames:4066046	US	32.08154	-87.62889
England	geonames:6269131	GB	52.16045	-0.70312
Scotland	geonames:2638360	GB	56	-4
Hooper	geonames:4295189	US	38.17479	-85.1569
Latimer	geonames:5160420	US	41.35672	-80.61785
Woodstock	geonames:4231874	US	34.10149	-84.51938
Bevis	geonames:4506483	US	39.25756	-84.60161
Peveril	geonames:6103634	CA	45.32477	-74.43435
Hampden	geonames:4066046	US	32.08154	-87.62889
Sydney	geonames:2147714	AU	-33.86785	151.20732
Ivanhoe	geonames:4069314	US	33.14817	-86.77582
Hampden	geonames:4066046	US	32.08154	-87.62889
Black Prince	geonames:895005	ZW	-18.81053	29.67388
