Worcester	geonames:2633563	GB	52.18935	-2.22001
Worcester	geonames:2633563	GB	52.18935	-2.22001
River Severn	geonames:9884141	GB	52.2155	-2.23958
city of Worcester	geonames:2633563	GB	52.18935	-2.22001
Sir Walter Scott	geonames:880937	ZW	-18.80373	29.67773
Woodstock	geonames:4231874	US	34.10149	-84.51938
Cromwell	geonames:2651922	GB	53.14631	-0.80764
Worcester	geonames:2633563	GB	52.18935	-2.22001
Woodstock	geonames:4231874	US	34.10149	-84.51938
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Worcester	geonames:2633563	GB	52.18935	-2.22001
Worcester	geonames:2633563	GB	52.18935	-2.22001
Worcester	geonames:2633563	GB	52.18935	-2.22001
England	geonames:6269131	GB	52.16045	-0.70312
