Ben Lomond				
Luss				
Dumbarton-shire				
Ben Lomond				
Loch Lomond				
Ben Lomond				
Loch Lomond				
Ben Lomond				
Lady of the Lake				
Rob Roy				
Rob Roy				
Loch Lomond				
Leighton, J.M				
Scotland				
Glasgow				
Loch Lomond				
