Peebles	geonames:2640526	GB	55.6519	-3.1888
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Peebles	geonames:2640526	GB	55.6519	-3.1888
River Tweed	geonames:2635317	GB	55.76503	-1.99325
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Peebles	geonames:2640526	GB	55.6519	-3.1888
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Neidpath	geonames:6086733	CA	50.21676	-107.2513
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Neidpath	geonames:6086733	CA	50.21676	-107.2513
