Ben Lawers	geonames:2644793	GB	56.54553	-4.22171
South Shore	geonames:7289681	GB	53.79061	-3.05849
Loch Tay	geonames:2636166	GB	56.51667	-4.16667
Ben Lawers	geonames:2644793	GB	56.54553	-4.22171
Ben Lawers	geonames:2644793	GB	56.54553	-4.22171
Loch Tay	geonames:2636166	GB	56.51667	-4.16667
Perthshire	geonames:2640357	GB	56.5	-4
Perth	geonames:2640358	GB	56.39522	-3.43139
Loch Tay	geonames:2636166	GB	56.51667	-4.16667
Ben Lawers	geonames:2644793	GB	56.54553	-4.22171
Perth	geonames:2640358	GB	56.39522	-3.43139
Edinburgh	geonames:2650225	GB	55.95206	-3.19648
Ben Lawers	geonames:2644793	GB	56.54553	-4.22171
