Melrose Abbey				
Roxburghshire				
Melrose Abbey				
Melrose Abbey				
Sir Walter Scott				
Melrose Abbey				
Melrose				
Scotland				
Sir Walter Scott				
Glasgow				
Melrose Abbey				
